pclass,survived,sex,age,sibsp,parch,fare,cabin,embarked,title
2,1,female,29.0,1,0,26.0,,S,Mrs
2,0,male,18.0,0,0,10.5,,S,Mr
2,0,male,36.0,0,0,13.0,,S,Mr
2,0,male,,0,0,0.0,,S,Mr
2,0,female,38.0,0,0,13.0,,S,Miss
2,0,male,35.0,0,0,26.0,,S,Mr
2,0,male,38.0,1,0,21.0,,S,Mr
2,0,male,34.0,1,0,21.0,,S,Mr
2,1,female,34.0,0,0,13.0,,S,Miss
2,0,male,16.0,0,0,26.0,,S,Mr
2,0,male,26.0,0,0,10.5,,S,Mr
2,0,male,47.0,0,0,10.5,,S,Mr
2,0,male,21.0,1,0,11.5,,S,Mr
2,0,male,21.0,1,0,11.5,,S,Mr
2,0,male,24.0,0,0,13.5,,S,Mr
2,0,male,24.0,0,0,13.0,,S,Mr
2,0,male,34.0,0,0,13.0,,S,Mr
2,0,male,30.0,0,0,13.0,,S,Mr
2,0,male,52.0,0,0,13.0,,S,Mr
2,0,male,30.0,0,0,13.0,,S,Mr
2,1,male,0.6667,1,1,14.5,,S,Master
2,1,female,24.0,0,2,14.5,,S,Mrs
2,0,male,44.0,0,0,13.0,,S,Mr
2,1,female,6.0,0,1,33.0,,S,Miss
2,0,male,28.0,0,1,33.0,,S,Other
2,1,male,62.0,0,0,10.5,,S,Mr
2,0,male,30.0,0,0,10.5,,S,Mr
2,1,female,7.0,0,2,26.25,,S,Miss
2,0,male,43.0,1,1,26.25,,S,Mr
2,1,female,45.0,1,1,26.25,,S,Mrs
2,1,female,24.0,1,2,65.0,,S,Miss
2,1,female,24.0,1,2,65.0,,S,Miss
2,0,male,49.0,1,2,65.0,,S,Mr
2,1,female,48.0,1,2,65.0,,S,Mrs
2,1,female,55.0,0,0,16.0,,S,Mrs
2,0,male,24.0,2,0,73.5,,S,Mr
2,0,male,32.0,2,0,73.5,,S,Mr
2,0,male,21.0,2,0,73.5,,S,Mr
2,0,female,18.0,1,1,13.0,,S,Miss
2,1,female,20.0,2,1,23.0,,S,Miss
2,0,male,23.0,2,1,11.5,,S,Mr
2,0,male,36.0,0,0,13.0,,S,Mr
2,1,female,54.0,1,3,23.0,,S,Mrs
2,0,male,50.0,0,0,13.0,,S,Mr
2,0,male,44.0,1,0,26.0,,S,Mr
2,1,female,29.0,1,0,26.0,,S,Mrs
2,0,male,21.0,0,0,73.5,,S,Mr
2,1,male,42.0,0,0,13.0,,S,Mr
2,0,male,63.0,1,0,26.0,,S,Mr
2,0,female,60.0,1,0,26.0,,S,Mrs
2,0,male,33.0,0,0,12.275,,S,Mr
2,1,female,17.0,0,0,10.5,,S,Miss
2,0,male,42.0,1,0,27.0,,S,Mr
2,1,female,24.0,2,1,27.0,,S,Mrs
2,0,male,47.0,0,0,15.0,,S,Mr
2,0,male,24.0,2,0,31.5,,S,Mr
2,0,male,22.0,2,0,31.5,,S,Mr
2,0,male,32.0,0,0,10.5,,S,Mr
2,1,female,23.0,0,0,13.7917,D,C,Mrs
2,0,male,34.0,1,0,26.0,,S,Mr
2,1,female,24.0,1,0,26.0,,S,Mrs
2,0,female,22.0,0,0,21.0,,S,Mrs
2,1,female,,0,0,12.35,E101,Q,Miss
2,0,male,35.0,0,0,12.35,,Q,Mr
2,1,female,45.0,0,0,13.5,,S,Mrs
2,0,male,57.0,0,0,12.35,,Q,Other
2,0,male,,0,0,0.0,,S,Mr
2,0,male,31.0,0,0,10.5,,S,Mr
2,0,female,26.0,1,1,26.0,,S,Mrs
2,0,male,30.0,1,1,26.0,,S,Other
2,0,male,,0,0,10.7083,,Q,Mr
2,1,female,1.0,1,2,41.5792,,C,Miss
2,1,female,3.0,1,2,41.5792,,C,Miss
2,0,male,25.0,1,2,41.5792,,C,Mr
2,1,female,22.0,1,2,41.5792,,C,Mrs
2,1,female,17.0,0,0,12.0,,C,Miss
2,1,female,,0,0,33.0,,S,Miss
2,1,female,34.0,0,0,10.5,F33,S,Mrs
2,0,male,36.0,0,0,12.875,D,C,Mr
2,0,male,24.0,0,0,10.5,,S,Mr
2,0,male,61.0,0,0,12.35,,Q,Mr
2,0,male,50.0,1,0,26.0,,S,Mr
2,1,female,42.0,1,0,26.0,,S,Mrs
2,0,female,57.0,0,0,10.5,E77,S,Mrs
2,0,male,,0,0,15.0458,D,C,Mr
2,1,male,1.0,0,2,37.0042,,C,Master
2,0,male,31.0,1,1,37.0042,,C,Mr
2,1,female,24.0,1,1,37.0042,,C,Mrs
2,0,male,,0,0,15.5792,,C,Mr
2,0,male,30.0,0,0,13.0,,S,Mr
2,0,male,40.0,0,0,16.0,,S,Mr
2,0,male,32.0,0,0,13.5,,S,Mr
2,0,male,30.0,0,0,13.0,,S,Mr
2,0,male,46.0,0,0,26.0,,S,Mr
2,1,female,13.0,0,1,19.5,,S,Miss
2,1,female,41.0,0,1,19.5,,S,Mrs
2,1,male,19.0,0,0,10.5,,S,Mr
2,0,male,39.0,0,0,13.0,,S,Mr
2,0,male,48.0,0,0,13.0,,S,Mr
2,0,male,70.0,0,0,10.5,,S,Mr
2,0,male,27.0,0,0,13.0,,S,Other
2,0,male,54.0,0,0,14.0,,S,Other
2,0,male,39.0,0,0,26.0,,S,Mr
2,0,male,16.0,0,0,10.5,,S,Mr
2,0,male,62.0,0,0,9.6875,,Q,Mr
2,0,male,32.5,1,0,30.0708,,C,Mr
2,1,female,14.0,1,0,30.0708,,C,Mrs
2,1,male,2.0,1,1,26.0,F2,S,Master
2,1,male,3.0,1,1,26.0,F2,S,Master
2,0,male,36.5,0,2,26.0,F2,S,Mr
2,0,male,26.0,0,0,13.0,F2,S,Mr
2,0,male,19.0,1,1,36.75,,S,Mr
2,0,male,28.0,0,0,13.5,,S,Mr
2,1,male,20.0,0,0,13.8625,D38,C,Mr
2,1,female,29.0,0,0,10.5,F33,S,Mrs
2,0,male,39.0,0,0,13.0,,S,Mr
2,1,male,22.0,0,0,10.5,,S,Mr
2,1,male,,0,0,13.8625,,C,Mr
2,0,male,23.0,0,0,10.5,,S,Other
2,1,male,29.0,0,0,13.8583,,C,Mr
2,0,male,28.0,0,0,10.5,,S,Mr
2,0,male,,0,0,0.0,,S,Mr
2,1,female,50.0,0,1,26.0,,S,Mrs
2,0,male,19.0,0,0,10.5,,S,Mr
2,0,male,,0,0,15.05,,C,Mr
2,0,male,41.0,0,0,13.0,,S,Other
2,1,female,21.0,0,1,21.0,,S,Miss
2,1,female,19.0,0,0,26.0,,S,Mrs
2,0,male,43.0,0,1,21.0,,S,Mr
2,1,female,32.0,0,0,13.0,,S,Mrs
2,0,male,34.0,0,0,13.0,,S,Mr
2,1,male,30.0,0,0,12.7375,,C,Mr
2,0,male,27.0,0,0,15.0333,,C,Mr
2,1,female,2.0,1,1,26.0,,S,Miss
2,1,female,8.0,1,1,26.0,,S,Miss
2,1,female,33.0,0,2,26.0,,S,Mrs
2,0,male,36.0,0,0,10.5,,S,Mr
2,0,male,34.0,1,0,21.0,,S,Mr
2,1,female,30.0,3,0,21.0,,S,Mrs
2,1,female,28.0,0,0,13.0,,S,Other
2,0,male,23.0,0,0,15.0458,,C,Mr
2,1,male,0.8333,1,1,18.75,,S,Master
2,1,male,3.0,1,1,18.75,,S,Master
2,1,female,24.0,2,3,18.75,,S,Mrs
2,1,female,50.0,0,0,10.5,,S,Miss
2,0,male,19.0,0,0,10.5,,S,Mr
2,1,female,21.0,0,0,10.5,,S,Miss
2,0,male,26.0,0,0,13.0,,S,Mr
2,0,male,25.0,0,0,13.0,,S,Mr
2,0,male,27.0,0,0,26.0,,S,Mr
2,1,female,25.0,0,1,26.0,,S,Mrs
2,1,female,18.0,0,2,13.0,,S,Miss
2,1,female,20.0,0,0,36.75,,S,Miss
2,1,female,30.0,0,0,13.0,,S,Miss
2,0,male,59.0,0,0,13.5,,S,Mr
2,1,female,30.0,0,0,12.35,,Q,Miss
2,0,male,35.0,0,0,10.5,,S,Mr
2,1,female,40.0,0,0,13.0,,S,Miss
2,0,male,25.0,0,0,13.0,,S,Mr
2,0,male,41.0,0,0,15.0458,,C,Mr
2,0,male,25.0,0,0,10.5,,S,Mr
2,0,male,18.5,0,0,13.0,F,S,Mr
2,0,male,14.0,0,0,65.0,,S,Mr
2,1,female,50.0,0,0,10.5,,S,Miss
2,0,male,23.0,0,0,13.0,,S,Mr
2,1,female,28.0,0,0,12.65,,S,Mrs
2,1,female,27.0,0,0,10.5,E101,S,Miss
2,0,male,29.0,1,0,21.0,,S,Mr
2,0,female,27.0,1,0,21.0,,S,Mrs
2,0,male,40.0,0,0,13.0,,S,Mr
2,1,female,31.0,0,0,21.0,,S,Miss
2,0,male,30.0,1,0,21.0,,S,Mr
2,0,male,23.0,1,0,10.5,,S,Mr
2,1,female,31.0,0,0,21.0,,S,Mrs
2,0,male,,0,0,0.0,,S,Mr
2,1,female,12.0,0,0,15.75,,S,Miss
2,1,female,40.0,0,0,15.75,,S,Mrs
2,1,female,32.5,0,0,13.0,E101,S,Miss
2,0,male,27.0,1,0,26.0,,S,Mr
2,1,female,29.0,1,0,26.0,,S,Mrs
2,1,male,2.0,1,1,23.0,,S,Master
2,1,female,4.0,1,1,23.0,,S,Miss
2,1,female,29.0,0,2,23.0,,S,Mrs
2,1,female,0.9167,1,2,27.75,,S,Miss
2,1,female,5.0,1,2,27.75,,S,Miss
2,0,male,36.0,1,2,27.75,,S,Mr
2,1,female,33.0,1,2,27.75,,S,Mrs
2,0,male,66.0,0,0,10.5,,S,Mr
2,0,male,,0,0,12.875,,S,Mr
2,1,male,31.0,0,0,13.0,,S,Mr
2,1,male,,0,0,13.0,,S,Mr
2,1,female,26.0,0,0,13.5,,S,Miss
2,0,female,24.0,0,0,13.0,,S,Mrs
3,0,male,42.0,0,0,7.55,,S,Mr
3,0,male,13.0,0,2,20.25,,S,Master
3,0,male,16.0,1,1,20.25,,S,Mr
3,1,female,35.0,1,1,20.25,,S,Mrs
3,1,female,16.0,0,0,7.65,,S,Miss
3,1,male,25.0,0,0,7.65,F,S,Mr
3,1,male,20.0,0,0,7.925,,S,Mr
3,1,female,18.0,0,0,7.2292,,C,Mrs
3,0,male,30.0,0,0,7.25,,S,Mr
3,0,male,26.0,0,0,8.05,,S,Mr
3,0,female,40.0,1,0,9.475,,S,Mrs
3,1,male,0.8333,0,1,9.35,,S,Master
3,1,female,18.0,0,1,9.35,,S,Mrs
3,1,male,26.0,0,0,18.7875,,C,Mr
3,0,male,26.0,0,0,7.8875,,S,Mr
3,0,male,20.0,0,0,7.925,,S,Mr
3,0,male,24.0,0,0,7.05,,S,Mr
3,0,male,25.0,0,0,7.05,,S,Mr
3,0,male,35.0,0,0,8.05,,S,Mr
3,0,male,18.0,0,0,8.3,,S,Mr
3,0,male,32.0,0,0,22.525,,S,Mr
3,1,female,19.0,1,0,7.8542,,S,Miss
3,0,male,4.0,4,2,31.275,,S,Master
3,0,female,6.0,4,2,31.275,,S,Miss
3,0,female,2.0,4,2,31.275,,S,Miss
3,1,female,17.0,4,2,7.925,,S,Miss
3,0,female,38.0,4,2,7.775,,S,Miss
3,0,female,9.0,4,2,31.275,,S,Miss
3,0,female,11.0,4,2,31.275,,S,Miss
3,0,male,39.0,1,5,31.275,,S,Mr
3,1,male,27.0,0,0,7.7958,,S,Mr
3,0,male,26.0,0,0,7.775,,S,Mr
3,0,female,39.0,1,5,31.275,,S,Mrs
3,0,male,20.0,0,0,7.8542,,S,Mr
3,0,male,26.0,0,0,7.8958,,S,Mr
3,0,male,25.0,1,0,17.8,,S,Mr
3,0,female,18.0,1,0,17.8,,S,Mrs
3,0,male,24.0,0,0,7.775,,S,Mr
3,0,male,35.0,0,0,7.05,,S,Mr
3,0,male,5.0,4,2,31.3875,,S,Master
3,0,male,9.0,4,2,31.3875,,S,Master
3,1,male,3.0,4,2,31.3875,,S,Master
3,0,male,13.0,4,2,31.3875,,S,Master
3,1,female,5.0,4,2,31.3875,,S,Miss
3,0,male,40.0,1,5,31.3875,,S,Mr
3,1,male,23.0,0,0,7.7958,,S,Mr
3,1,female,38.0,1,5,31.3875,,S,Mrs
3,1,female,45.0,0,0,7.225,,C,Mrs
3,0,male,21.0,0,0,7.225,,C,Mr
3,0,male,23.0,0,0,7.05,,S,Mr
3,0,female,17.0,0,0,14.4583,,C,Miss
3,0,male,30.0,0,0,7.225,,C,Mr
3,0,male,23.0,0,0,7.8542,,S,Mr
3,1,female,13.0,0,0,7.2292,,C,Miss
3,0,male,20.0,0,0,7.225,,C,Mr
3,0,male,32.0,1,0,15.85,,S,Mr
3,1,female,33.0,3,0,15.85,,S,Mrs
3,1,female,0.75,2,1,19.2583,,C,Miss
3,1,female,0.75,2,1,19.2583,,C,Miss
3,1,female,5.0,2,1,19.2583,,C,Miss
3,1,female,24.0,0,3,19.2583,,C,Mrs
3,1,female,18.0,0,0,8.05,,S,Miss
3,0,male,40.0,0,0,7.225,,C,Mr
3,0,male,26.0,0,0,7.8958,,S,Mr
3,1,male,20.0,0,0,7.2292,,C,Mr
3,0,female,18.0,0,1,14.4542,,C,Miss
3,0,female,45.0,0,1,14.4542,,C,Mrs
3,0,female,27.0,0,0,7.8792,,Q,Miss
3,0,male,22.0,0,0,8.05,,S,Mr
3,0,male,19.0,0,0,8.05,,S,Mr
3,0,male,26.0,0,0,7.775,,S,Mr
3,0,male,22.0,0,0,9.35,,S,Mr
3,0,male,,0,0,7.2292,,C,Master
3,0,male,20.0,0,0,4.0125,,C,Mr
3,1,male,32.0,0,0,56.4958,,S,Mr
3,0,male,21.0,0,0,7.775,,S,Mr
3,0,male,18.0,0,0,7.75,,S,Mr
3,0,male,26.0,0,0,7.8958,,S,Mr
3,0,male,6.0,1,1,15.2458,,C,Master
3,0,female,9.0,1,1,15.2458,,C,Miss
3,0,male,,0,0,7.225,,C,Mr
3,0,female,,0,2,15.2458,,C,Mrs
3,0,female,,0,2,7.75,,Q,Miss
3,0,male,40.0,1,1,15.5,,Q,Mr
3,0,female,32.0,1,1,15.5,,Q,Mrs
3,0,male,21.0,0,0,16.1,,S,Mr
3,1,female,22.0,0,0,7.725,,Q,Miss
3,0,female,20.0,0,0,7.8542,,S,Miss
3,0,male,29.0,1,0,7.0458,,S,Mr
3,0,male,22.0,1,0,7.25,,S,Mr
3,0,male,22.0,0,0,7.7958,,S,Mr
3,0,male,35.0,0,0,8.05,,S,Mr
3,0,female,18.5,0,0,7.2833,,Q,Miss
3,1,male,21.0,0,0,7.8208,,Q,Mr
3,0,male,19.0,0,0,6.75,,Q,Mr
3,0,female,18.0,0,0,7.8792,,Q,Miss
3,0,female,21.0,0,0,8.6625,,S,Miss
3,0,female,30.0,0,0,8.6625,,S,Miss
3,0,male,18.0,0,0,8.6625,,S,Mr
3,0,male,38.0,0,0,8.6625,,S,Mr
3,0,male,17.0,0,0,8.6625,,S,Mr
3,0,male,17.0,0,0,8.6625,,S,Mr
3,0,female,21.0,0,0,7.75,,Q,Miss
3,0,male,21.0,0,0,7.75,,Q,Mr
3,0,male,21.0,0,0,8.05,,S,Mr
3,0,male,,1,0,14.4583,,C,Mr
3,0,female,,1,0,14.4583,,C,Mrs
3,0,male,28.0,0,0,7.7958,,S,Mr
3,0,male,24.0,0,0,7.8542,,S,Mr
3,1,female,16.0,0,0,7.75,,Q,Miss
3,0,female,37.0,0,0,7.75,,Q,Miss
3,0,male,28.0,0,0,7.25,,S,Mr
3,0,male,24.0,0,0,8.05,,S,Mr
3,0,male,21.0,0,0,7.7333,,Q,Mr
3,1,male,32.0,0,0,56.4958,,S,Mr
3,0,male,29.0,0,0,8.05,,S,Mr
3,0,male,26.0,1,0,14.4542,,C,Mr
3,0,male,18.0,1,0,14.4542,,C,Mr
3,0,male,20.0,0,0,7.05,,S,Mr
3,1,male,18.0,0,0,8.05,,S,Mr
3,0,male,24.0,0,0,7.25,,Q,Mr
3,0,male,36.0,0,0,7.4958,,S,Mr
3,0,male,24.0,0,0,7.4958,,S,Mr
3,0,male,31.0,0,0,7.7333,,Q,Mr
3,0,male,31.0,0,0,7.75,,Q,Mr
3,1,female,22.0,0,0,7.75,,Q,Miss
3,0,female,30.0,0,0,7.6292,,Q,Miss
3,0,male,70.5,0,0,7.75,,Q,Mr
3,0,male,43.0,0,0,8.05,,S,Mr
3,0,male,35.0,0,0,7.8958,,S,Mr
3,0,male,27.0,0,0,7.8958,,S,Mr
3,0,male,19.0,0,0,7.8958,,S,Mr
3,0,male,30.0,0,0,8.05,,S,Mr
3,1,male,9.0,1,1,15.9,,S,Master
3,1,male,3.0,1,1,15.9,,S,Master
3,1,female,36.0,0,2,15.9,,S,Mrs
3,0,male,59.0,0,0,7.25,,S,Mr
3,0,male,19.0,0,0,8.1583,,S,Mr
3,1,female,17.0,0,1,16.1,,S,Miss
3,0,male,44.0,0,1,16.1,,S,Mr
3,0,male,17.0,0,0,8.6625,,S,Mr
3,0,male,22.5,0,0,7.225,,C,Mr
3,1,male,45.0,0,0,8.05,,S,Mr
3,0,female,22.0,0,0,10.5167,,S,Miss
3,0,male,19.0,0,0,10.1708,,S,Mr
3,1,female,30.0,0,0,6.95,,Q,Miss
3,1,male,29.0,0,0,7.75,,Q,Mr
3,0,male,0.3333,0,2,14.4,,S,Master
3,0,male,34.0,1,1,14.4,,S,Mr
3,0,female,28.0,1,1,14.4,,S,Mrs
3,0,male,27.0,0,0,7.8958,,S,Mr
3,0,male,25.0,0,0,7.8958,,S,Mr
3,0,male,24.0,2,0,24.15,,S,Mr
3,0,male,22.0,0,0,8.05,,S,Mr
3,0,male,21.0,2,0,24.15,,S,Mr
3,0,male,17.0,2,0,8.05,,S,Mr
3,0,male,,1,0,16.1,,S,Mr
3,1,female,,1,0,16.1,,S,Mrs
3,1,male,36.5,1,0,17.4,,S,Mr
3,1,female,36.0,1,0,17.4,,S,Mrs
3,1,male,30.0,0,0,9.5,,S,Mr
3,0,male,16.0,0,0,9.5,,S,Mr
3,1,male,1.0,1,2,20.575,,S,Master
3,1,female,0.1667,1,2,20.575,,S,Miss
3,0,male,26.0,1,2,20.575,,S,Mr
3,1,female,33.0,1,2,20.575,,S,Mrs
3,0,male,25.0,0,0,7.8958,,S,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,22.0,0,0,7.25,,S,Mr
3,0,male,36.0,0,0,7.25,,S,Mr
3,1,female,19.0,0,0,7.8792,,Q,Miss
3,0,male,17.0,0,0,7.8958,,S,Mr
3,0,male,42.0,0,0,8.6625,,S,Mr
3,0,male,43.0,0,0,7.8958,,S,Mr
3,0,male,,0,0,7.2292,,C,Mr
3,0,male,32.0,0,0,7.75,,Q,Mr
3,1,male,19.0,0,0,8.05,,S,Mr
3,1,female,30.0,0,0,12.475,,S,Miss
3,0,female,24.0,0,0,7.75,,Q,Miss
3,1,female,23.0,0,0,8.05,,S,Miss
3,0,male,33.0,0,0,7.8958,,C,Mr
3,0,male,65.0,0,0,7.75,,Q,Mr
3,1,male,24.0,0,0,7.55,,S,Mr
3,0,male,23.0,1,0,13.9,,S,Mr
3,1,female,22.0,1,0,13.9,,S,Mrs
3,0,male,18.0,0,0,7.775,,S,Mr
3,0,male,16.0,0,0,7.775,,S,Mr
3,0,male,45.0,0,0,6.975,,S,Mr
3,0,male,,0,0,7.225,,C,Mr
3,0,male,39.0,0,2,7.2292,,C,Mr
3,0,male,17.0,1,1,7.2292,,C,Mr
3,0,male,15.0,1,1,7.2292,,C,Mr
3,0,male,47.0,0,0,7.25,,S,Mr
3,1,female,5.0,0,0,12.475,,S,Miss
3,0,male,,0,0,7.225,,C,Mr
3,0,male,40.5,0,0,15.1,,S,Mr
3,0,male,40.5,0,0,7.75,,Q,Mr
3,1,male,,0,0,7.05,,S,Mr
3,0,male,18.0,0,0,7.7958,,S,Mr
3,0,female,,0,0,7.75,,Q,Miss
3,0,male,,0,0,7.75,,Q,Mr
3,0,male,,0,0,6.95,,Q,Mr
3,0,male,26.0,0,0,7.8792,,Q,Mr
3,0,male,,0,0,7.75,,Q,Mr
3,1,male,,0,0,56.4958,,S,Mr
3,0,female,21.0,2,2,34.375,,S,Miss
3,0,female,9.0,2,2,34.375,,S,Miss
3,0,male,,0,0,8.05,,S,Mr
3,0,male,18.0,2,2,34.375,,S,Mr
3,0,male,16.0,1,3,34.375,,S,Mr
3,0,female,48.0,1,3,34.375,,S,Mrs
3,0,male,,0,0,7.75,,Q,Mr
3,0,male,,0,0,7.25,,S,Mr
3,0,male,25.0,0,0,7.7417,,Q,Mr
3,0,male,,0,0,14.5,,S,Mr
3,0,male,,0,0,7.8958,,C,Mr
3,0,male,22.0,0,0,8.05,,S,Mr
3,1,female,16.0,0,0,7.7333,,Q,Miss
3,1,female,,0,0,7.75,,Q,Miss
3,1,male,9.0,0,2,20.525,,S,Master
3,0,male,33.0,1,1,20.525,,S,Mr
3,0,male,41.0,0,0,7.85,,S,Mr
3,1,female,31.0,1,1,20.525,,S,Mrs
3,0,male,38.0,0,0,7.05,,S,Mr
3,0,male,9.0,5,2,46.9,,S,Master
3,0,male,1.0,5,2,46.9,,S,Master
3,0,male,11.0,5,2,46.9,,S,Master
3,0,female,10.0,5,2,46.9,,S,Miss
3,0,female,16.0,5,2,46.9,,S,Miss
3,0,male,14.0,5,2,46.9,,S,Mr
3,0,male,40.0,1,6,46.9,,S,Mr
3,0,female,43.0,1,6,46.9,,S,Mrs
3,0,male,51.0,0,0,8.05,,S,Mr
3,0,male,32.0,0,0,8.3625,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,20.0,0,0,9.8458,,S,Mr
3,0,male,37.0,2,0,7.925,,S,Mr
3,0,male,28.0,2,0,7.925,,S,Mr
3,0,male,19.0,0,0,7.775,,S,Mr
3,0,female,24.0,0,0,8.85,,S,Miss
3,0,female,17.0,0,0,7.7333,,Q,Miss
3,0,male,,1,0,19.9667,,S,Mr
3,0,male,,1,0,19.9667,,S,Mr
3,0,male,28.0,1,0,15.85,,S,Mr
3,1,female,24.0,1,0,15.85,,S,Mrs
3,0,male,20.0,0,0,9.5,,S,Mr
3,0,male,23.5,0,0,7.2292,,C,Mr
3,0,male,41.0,2,0,14.1083,,S,Mr
3,0,male,26.0,1,0,7.8542,,S,Mr
3,0,male,21.0,0,0,7.8542,,S,Mr
